0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,-0.34204862721686069,-0.34204862721686069,-0.34204862721686069,-0.34204862721686069,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.82708679168719013,-0.82708679168719013,-0.82708679168719013,-0.82708679168719013,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902
0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,-0.34204862721686069,-0.34204862721686069,-0.34204862721686069,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.80008350599537914,-0.82708679168719013,-0.82708679168719013,-0.82708679168719013,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.92791839255978814
0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,-0.34204862721686069,-0.34204862721686069,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.80008350599537914,-0.80008350599537914,-0.82708679168719013,-0.82708679168719013,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.92791839255978814,-0.92791839255978814
0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.34204862721686069,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.82708679168719013,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814
0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814
0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.41533420782142444,-0.41533420782142444,-0.41533420782142444,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.48861978842598708,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.82708679168719013
0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.41533420782142444,-0.41533420782142444,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.48861978842598708,-0.48861978842598708,-1.3312447960501801,-1.3312447960501801,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.82708679168719013,-0.82708679168719013
0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.41533420782142444,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.48861978842598708,-0.48861978842598708,-0.48861978842598708,-1.3312447960501801,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.82708679168719013,-0.82708679168719013,-0.82708679168719013
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.48861978842598708,-0.48861978842598708,-0.48861978842598708,-0.48861978842598708,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.82708679168719013,-0.82708679168719013,-0.82708679168719013,-0.82708679168719013
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.56190536903055011,-0.56190536903055011,-0.56190536903055011,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.63519094963511269,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.78176211084423852,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.80008350599537914,-0.48861978842598708,-0.48861978842598708,-0.48861978842598708,-0.48861978842598708,-0.030584909647467965,-0.54979988928754542,-0.54979988928754542,-0.54979988928754542,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-1.3312447960501801,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.77667099125089101,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.87750259212348902,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.92791839255978814,-0.82708679168719013,-0.82708679168719013,-0.82708679168719013,-0.82708679168719013,-1.3312447960501801
