site,date,start_hour,value,variable,units,quality,prelim,name 
3810,2017-10-07,17,0.0148,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-07,18,0.0214,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-07,19,0.0249,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-07,20,0.0267,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-07,21,0.0214,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-07,22,0.0220,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-07,23,0.0207,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,0,0.0185,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,1,0.0212,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,2,0.0219,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,4,0.0184,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,5,0.0149,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,6,0.0264,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,7,0.0293,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,8,0.0223,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,9,0.0205,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,10,0.0214,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,11,0.0131,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,12,0.0068,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,13,0.0107,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,14,0.0126,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,15,0.0068,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,16,0.0045,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,17,0.0054,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,18,0.0074,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,19,0.0170,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,20,0.0397,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,21,0.0466,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,22,0.0453,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,23,0.0200,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,0,0.0083,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,1,0.0004,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,2,0.0026,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,4,0.0153,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,5,0.0705,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,6,0.0756,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,7,0.0569,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,8,0.0685,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,9,0.0326,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,10,0.0341,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,11,0.0208,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,12,0.0191,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,13,0.0157,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,14,0.0222,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,15,0.0292,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,16,0.0223,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,17,0.0207,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,18,0.0308,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,19,0.0278,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,20,0.0331,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,21,0.0403,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,22,0.0243,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,23,0.0191,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,0,0.0314,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,1,0.0238,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,2,0.0353,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,4,0.0371,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,5,0.0898,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,6,0.1150,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,7,0.0928,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,8,0.0583,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,9,0.0697,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,10,0.0598,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,11,0.0493,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,12,0.0319,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,13,0.0321,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,14,0.0320,NOX,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
