site,date,start_hour,value,variable,units,quality,prelim,name 
3810,2017-10-11,7,0.0273,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,8,0.0227,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,9,0.0235,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,10,0.0224,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,11,0.0232,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,12,0.0258,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,13,0.0295,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,14,0.0255,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,15,0.0252,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,16,0.0206,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,17,0.0149,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,18,0.0191,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,19,0.0184,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,20,0.0257,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,21,0.0237,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,22,0.0207,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,23,0.0198,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,0,0.0191,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,1,0.0195,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,2,0.0157,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,4,0.0167,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,5,0.0184,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,6,0.0208,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,7,0.0238,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,8,0.0354,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,9,0.0364,NO2,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
