site,date,start_hour,value,variable,units,quality,prelim,met_source,obs_type,minutes,name 
3661,2017-10-06,22, 163/03.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,0, 108/03.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,1, 123/04.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,2, 130/02.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,3,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,4, 267/02.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,5, 145/01.6,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,6, 133/04.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,7, 149/03.4,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,8,CALM,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,9, 318/04.3,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,10, 310/05.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,11, 304/06.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,12, 308/07.8,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,13, 302/08.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,14, 300/10.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,15, 300/13.9,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,16, 318/13.0,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,17, 320/10.7,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,18, 318/08.7,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,19, 300/05.6,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,20, 285/06.5,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
3661,2017-10-07,21, 296/05.1,WINSPD_wd/ws,Miles Per Hour ( mph ),0,,,A60,0,San Jose-Jackson Street 
