site,date,start_hour,value,variable,units,quality,prelim,name 
3810,2017-10-08,18,0.4310,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,19,0.5250,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,20,0.7860,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,21,0.8530,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,22,0.8870,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-08,23,0.6030,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,0,0.3800,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,1,0.2930,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,2,0.3500,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,4,0.5110,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,5,0.9120,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,6,1.1100,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,7,0.9680,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,8,1.0030,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,9,0.7350,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,10,0.7030,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,11,0.5830,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,12,0.5890,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,13,0.5950,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,14,0.6030,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,15,0.7010,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,16,0.6830,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,17,0.6410,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,18,0.7110,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,19,0.6850,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,20,0.7830,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,21,0.8250,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,22,0.7010,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-09,23,0.6020,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,0,0.6760,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,1,0.6650,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,2,0.7150,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,4,0.7770,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,5,1.1150,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,6,1.4470,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,7,1.2420,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,8,0.8620,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,9,1.0830,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,10,1.0230,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,11,0.8110,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,12,0.8920,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,13,0.8430,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,14,0.7420,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,15,0.8110,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,16,0.7810,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,17,0.8610,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,18,0.9190,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,19,0.8910,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,20,0.9360,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,21,0.8950,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,22,0.7230,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-10,23,0.6290,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,0,0.5530,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,1,0.5100,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,2,0.5320,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,4,0.6960,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,5,0.8550,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,6,0.8440,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,7,0.8110,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,8,0.7130,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,9,0.8880,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,10,0.8050,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,11,0.7880,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,12,0.8900,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,13,1.1710,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,14,1.1550,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,15,1.2850,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,16,0.8840,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,17,0.6230,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,18,0.6310,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,19,0.6260,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,20,0.7740,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,21,0.7220,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,22,0.6640,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-11,23,0.6320,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,0,0.5990,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,1,0.7200,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,2,0.6440,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,4,0.8660,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,5,0.9970,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,6,1.1920,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,7,1.3710,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,8,1.3800,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,9,1.0860,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,10,0.6290,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,11,0.6680,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,12,0.7130,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,13,0.7620,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,14,0.7790,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,15,0.8230,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,16,0.9310,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,17,1.1100,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
3810,2017-10-12,18,0.9800,CO,Parts Per Million ( ppm ),,,San Jose-Knox Avenue                     
