site,date,start_hour,value,variable,units,quality,prelim,name 
3810,2017-10-05,23,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,0,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,1,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,2,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,3,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,4,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,5,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,6,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,7,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,8,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,15,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,16,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,17,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,18,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,19,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,20,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,21,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,22,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-06,23,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,0,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,1,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,2,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,3,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,4,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,5,-2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,6,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,7,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,8,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,9,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,10,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,11,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,12,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,13,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,14,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,15,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,16,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,17,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,18,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,19,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,20,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,21,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,22,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-07,23,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,0,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,1,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,2,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,3,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,4,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,5,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,6,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,7,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,8,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,9,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,10,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,11,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,12,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,13,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,14,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,15,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,16,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,17,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,18,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,19,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,20,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,21,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,22,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-08,23,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,0,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,1,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,2,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,3,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,4,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,5,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,6,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,7,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,8,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,9,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,10,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,11,-2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,12,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,13,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-09,14,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-10,12,21,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-10,13,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-10,14,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-10,15,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-10,16,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-10,17,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
3810,2017-10-10,18,19,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,San Jose-Knox Avenue                     
